Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,1357.98999,1375.089966,1355.390015,1365.48999,1365.48999,3773010000
2017-01-04,1366.699951,1388.599976,1366.699951,1387.949951,1387.949951,3768890000
2017-01-05,1387.709961,1387.709961,1366.569946,1371.939941,1371.939941,3785080000
2017-01-06,1372.48999,1375.060059,1366.819946,1367.280029,1367.280029,3342080000
2017-01-09,1367.130005,1367.130005,1356.540039,1357.48999,1357.48999,3219730000
2017-01-10,1357.73999,1371.5,1357.73999,1370.900024,1370.900024,3640560000
2017-01-11,1370.890015,1375.540039,1365.140015,1373.300049,1373.300049,3625080000
2017-01-12,1372.839966,1372.839966,1346.810059,1361.069946,1361.069946,3466220000
2017-01-13,1361.380005,1376.170044,1361.380005,1372.050049,1372.050049,3090680000
2017-01-17,1371.51001,1371.51001,1351.5,1352.319946,1352.319946,3586950000
2017-01-18,1352.73999,1358.839966,1350.810059,1358.560059,1358.560059,3317670000
2017-01-19,1358.829956,1360.76001,1342.140015,1345.73999,1345.73999,3168390000
2017-01-20,1345.959961,1355.209961,1345.959961,1351.849976,1351.849976,3536850000
2017-01-23,1351.410034,1353.130005,1341.459961,1347.839966,1347.839966,3155240000
2017-01-24,1348.119995,1370.969971,1348.119995,1369.209961,1369.209961,3816950000
2017-01-25,1371.109985,1383.359985,1371.109985,1382.439941,1382.439941,3849340000
2017-01-26,1382.430054,1384.130005,1374.619995,1375.599976,1375.599976,3611510000
2017-01-27,1375.680054,1375.930054,1366.359985,1370.699951,1370.699951,3137420000
2017-01-30,1369.48999,1369.48999,1342.660034,1352.329956,1352.329956,3595040000
2017-01-31,1351.719971,1363.599976,1345.650024,1361.819946,1361.819946,4089730000
2017-02-01,1364.069946,1374.189941,1357.48999,1361.22998,1361.22998,3919190000
2017-02-02,1360.540039,1364.099976,1354.859985,1357.430054,1357.430054,3809760000
2017-02-03,1358.050049,1377.930054,1358.050049,1377.839966,1377.839966,3605970000
2017-02-06,1377.329956,1377.329956,1364.630005,1366.660034,1366.660034,3112390000
2017-02-07,1366.819946,1371.880005,1357.609985,1361.060059,1361.060059,3452460000
2017-02-08,1360.469971,1360.469971,1349.430054,1358.73999,1358.73999,3611950000
2017-02-09,1359.300049,1379.72998,1359.300049,1378.530029,1378.530029,3681600000
2017-02-10,1380.069946,1391.180054,1380.069946,1388.839966,1388.839966,3496600000
2017-02-13,1390.410034,1398.599976,1389.939941,1392.380005,1392.380005,3352370000
2017-02-14,1391.800049,1397.140015,1386.349976,1396.650024,1396.650024,3528040000
2017-02-15,1396.339966,1405.209961,1392.040039,1404.209961,1404.209961,3785870000
2017-02-16,1403.599976,1404.839966,1391.869995,1399.130005,1399.130005,3675900000
2017-02-17,1399.069946,1399.859985,1392.670044,1399.859985,1399.859985,3516830000
2017-02-21,1400.660034,1410.400024,1400.660034,1410.339966,1410.339966,3587520000
2017-02-22,1410.109985,1410.109985,1401.300049,1403.859985,1403.859985,3473170000
2017-02-23,1404.380005,1406.560059,1385.630005,1394.619995,1394.619995,4021770000
2017-02-24,1393.619995,1394.530029,1382.209961,1394.52002,1394.52002,3832410000
2017-02-27,1394.530029,1407.969971,1392.23999,1407.969971,1407.969971,3584680000
2017-02-28,1406.869995,1406.869995,1386.530029,1386.680054,1386.680054,4212460000
2017-03-01,1389.119995,1414.819946,1389.119995,1413.640015,1413.640015,4347630000
2017-03-02,1413.160034,1413.160034,1395.160034,1395.670044,1395.670044,3824030000
2017-03-03,1395.550049,1399.079956,1387.969971,1394.130005,1394.130005,3556670000
2017-03-06,1392.339966,1392.339966,1378.449951,1384.25,1384.25,3251800000
2017-03-07,1383.319946,1383.660034,1374.199951,1374.880005,1374.880005,3526300000
2017-03-08,1375.660034,1381.959961,1365.839966,1366.040039,1366.040039,3814080000
2017-03-09,1366.22998,1371.040039,1357.380005,1360.119995,1360.119995,3718450000
2017-03-10,1361.150024,1369.050049,1356.689941,1365.26001,1365.26001,3434400000
2017-03-13,1365.160034,1373.25,1365.050049,1370.280029,1370.280029,3166650000
2017-03-14,1369.160034,1369.160034,1353.469971,1362.380005,1362.380005,3173760000
2017-03-15,1363.359985,1385.689941,1363.359985,1382.829956,1382.829956,3909490000
