Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,1574.650024,1586.77002,1562.780029,1566.569946,1566.569946,3524860000
2019-07-02,1569.530029,1569.530029,1552.930054,1560.540039,1560.540039,3224490000
2019-07-03,1562.189941,1572.119995,1562.189941,1572.119995,1572.119995,1963570000
2019-07-05,1571.109985,1575.790039,1559.579956,1575.619995,1575.619995,2434680000
2019-07-08,1574.22998,1574.22998,1559.02002,1561.390015,1561.390015,2922360000
2019-07-09,1559.01001,1562.72998,1554.119995,1562.589966,1562.589966,3033330000
2019-07-10,1564.650024,1572.819946,1558.800049,1565.050049,1565.050049,3157800000
2019-07-11,1565.459961,1567.949951,1552.400024,1557.920044,1557.920044,3155710000
2019-07-12,1558.650024,1574.47998,1558.650024,1570.0,1570.0,2984140000
2019-07-15,1570.72998,1573.880005,1558.780029,1561.819946,1561.819946,2876100000
2019-07-16,1561.48999,1569.619995,1558.23999,1562.0,1562.0,3297030000
2019-07-17,1561.75,1561.75,1547.76001,1550.780029,1550.780029,3185650000
2019-07-18,1550.319946,1557.400024,1546.02002,1555.619995,1555.619995,3369820000
2019-07-19,1554.920044,1561.560059,1547.640015,1547.900024,1547.900024,3285890000
2019-07-22,1549.72998,1554.290039,1543.560059,1544.780029,1544.780029,3016200000
2019-07-23,1546.119995,1555.199951,1544.76001,1554.959961,1554.959961,3333810000
2019-07-24,1554.089966,1581.630005,1550.569946,1580.420044,1580.420044,3433220000
2019-07-25,1580.209961,1580.209961,1560.650024,1561.449951,1561.449951,3657050000
2019-07-26,1561.930054,1581.530029,1561.930054,1578.969971,1578.969971,3260170000
2019-07-29,1578.900024,1580.02002,1565.630005,1569.030029,1569.030029,3224490000
2019-07-30,1567.650024,1586.319946,1557.969971,1585.599976,1585.599976,3632770000
2019-07-31,1586.76001,1599.400024,1568.400024,1574.609985,1574.609985,4626330000
